Data,Rede Publica,Adulto (total),Geral,Gestante,Oncologico,Cardiaco,Infantil,Rede Privada,Total
21-03-15,"33,80%","34,78%","40,00%","0,00%","0,00%","0,00%","0,00%","40,00%","34,21%"
21-03-17,"39,29%","40,74%","43,14%","0,00%","0,00%","0,00%","0,00%","60,00%","40,98%"
21-03-19,"34,00%","35,42%","37,78%","0,00%","0,00%","0,00%","0,00%","40,00%","34,55%"
21-03-21,"43,18%","45,24%","48,72%","0,00%","0,00%","0,00%","0,00%","28,57%","41,18%"
21-03-23,"41,30%","43,18%","47,50%","0,00%","0,00%","0,00%","0,00%","40,00%","41,18%"
21-03-24,"19,61%","20,41%","21,95%","0,00%","20,00%","0,00%","0,00%","40,00%","21,43%"
21-03-26,"34,62%","36,00%","41,46%","0,00%","16,67%","0,00%","0,00%","0,00%","31,58%"
21-03-28,"34,88%","36,59%","45,16%","0,00%","16,67%","0,00%","0,00%","0,00%","30,00%"
21-03-30,"33,33%","35,29%","45,83%","0,00%","16,67%","0,00%","0,00%","0,00%","25,53%"
21-04-01,"29,41%","30,61%","35,90%","0,00%","16,67%","0,00%","0,00%","0,00%","24,19%"
21-04-03,"22,00%","22,92%","25,64%","0,00%","16,67%","0,00%","0,00%","18,18%","21,31%"
21-04-05,"26,19%","27,50%","35,48%","0,00%","0,00%","0,00%","0,00%","9,09%","22,64%"
21-04-05,"26,19%","27,50%","35,48%","0,00%","0,00%","0,00%","0,00%","9,09%","22,64%"
21-04-07,"34,00%","35,42%","38,46%","33,33%","16,67%","0,00%","0,00%","18,18%","31,15%"
21-04-09,"26,67%","27,91%","32,35%","0,00%","16,67%","0,00%","0,00%","0,00%","21,43%"
21-04-11,"31,11%","32,56%","38,24%","0,00%","16,67%","0,00%","0,00%","7,69%","25,86%"
21-04-12,"35,29%","36,73%","42,50%","0,00%","16,67%","0,00%","0,00%","0,00%","29,03%"
21-04-14,"26,42%","24,49%","25,00%","33,33%","16,67%","0,00%","66,67%","0,00%","21,88%"
21-04-14,"26,42%","24,49%","25,00%","33,33%","16,67%","0,00%","66,67%","0,00%","21,88%"
21-04-15,"23,08%","24,00%","29,27%","0,00%","0,00%","0,00%","0,00%","0,00%","19,05%"
21-04-16,"33,33%","34,88%","37,50%","0,00%","0,00%","0,00%","0,00%","0,00%","26,79%"
21-04-17,"19,23%","20,00%","24,39%","0,00%","0,00%","0,00%","0,00%","0,00%","15,87%"
21-04-18,"21,74%","22,73%","25,00%","0,00%","0,00%","0,00%","0,00%","0,00%","16,95%"
21-04-19,"18,00%","18,75%","23,08%","0,00%","0,00%","0,00%","0,00%","0,00%","15,52%"
21-04-20,"25,58%","26,83%","34,38%","0,00%","0,00%","0,00%","0,00%","0,00%","21,57%"
21-04-21,"22,00%","22,92%","28,21%","0,00%","0,00%","0,00%","0,00%","0,00%","18,33%"
21-04-22,"28,57%","29,79%","31,58%","0,00%","33,33%","0,00%","0,00%","0,00%","24,56%"
21-04-23,"19,64%","20,37%","20,00%","0,00%","33,33%","0,00%","0,00%","0,00%","17,19%"
21-04-24,"26,53%","27,66%","26,32%","0,00%","50,00%","0,00%","0,00%","0,00%","22,81%"
21-04-25,"24,00%","25,00%","23,08%","0,00%","50,00%","0,00%","0,00%","0,00%","20,00%"
21-04-26,"22,45%","23,40%","21,05%","0,00%","50,00%","0,00%","0,00%","0,00%","19,30%"
21-04-27,"30,00%","31,25%","30,77%","0,00%","50,00%","0,00%","0,00%","0,00%","26,79%"
21-04-28,"28,57%","29,79%","28,95%","0,00%","50,00%","0,00%","0,00%","0,00%","24,56%"
21-04-29,"22,22%","23,81%","25,00%","0,00%","33,33%","0,00%","0,00%","0,00%","19,61%"
21-04-30,"17,65%","14,89%","15,79%","0,00%","16,67%","0,00%","66,67%","0,00%","15,79%"
21-05-01,"16,00%","16,67%","15,38%","0,00%","33,33%","0,00%","0,00%","0,00%","12,70%"
21-05-02,"15,56%","16,28%","15,63%","0,00%","33,33%","0,00%","0,00%","0,00%","12,73%"
21-05-03,"22,45%","22,92%","23,08%","0,00%","33,33%","0,00%","0,00%","0,00%","20,00%"
21-05-04,"17,24%","17,86%","15,79%","0,00%","33,33%","0,00%","0,00%","0,00%","14,29%"
21-05-05,"20,00%","20,69%","15,79%","0,00%","50,00%","0,00%","0,00%","0,00%","16,67%"
21-05-06,"12,00%","12,50%","6,67%","0,00%","33,33%","0,00%","0,00%","0,00%","9,68%"
21-05-07,"11,11%","11,43%","7,69%","0,00%","33,33%","0,00%","0,00%","0,00%","9,52%"
21-05-09,"8,33%","8,57%","7,69%","0,00%","16,67%","0,00%","0,00%","0,00%","6,82%"
21-05-12,"18,18%","15,00%","30,00%","0,00%","0,00%","0,00%","100,00%","0,00%","14,29%"
21-05-11,"19,44%","20,00%","26,92%","0,00%","0,00%","0,00%","0,00%","0,00%","16,67%"
21-05-13,"17,24%","17,86%","15,00%","100,00%","0,00%","0,00%","0,00%","0,00%","14,29%"
21-05-14,"2,94%","3,03%","0,00%","50,00%","0,00%","0,00%","0,00%","0,00%","2,50%"
21-05-15,"10,71%","11,11%","15,79%","0,00%","0,00%","0,00%","0,00%","0,00%","8,82%"
21-05-17,"11,43%","11,76%","7,69%","0,00%","40,00%","0,00%","0,00%","0,00%","9,76%"
21-05-18,"29,73%","31,43%","37,04%","0,00%","20,00%","0,00%","0,00%","0,00%","25,58%"
21-05-19,"27,59%","28,57%","31,58%","25,00%","20,00%","0,00%","0,00%","0,00%","22,86%"
21-05-20,"18,42%","19,44%","22,22%","0,00%","20,00%","0,00%","0,00%","0,00%","15,91%"
21-05-21,"29,41%","31,25%","39,13%","0,00%","20,00%","0,00%","0,00%","0,00%","25,00%"
21-05-22,"21,88%","23,33%","28,57%","0,00%","20,00%","0,00%","0,00%","0,00%","18,42%"
21-05-23,"21,88%","23,33%","28,57%","0,00%","20,00%","0,00%","0,00%","0,00%","18,42%"
21-05-24,"15,15%","16,13%","19,05%","0,00%","16,67%","0,00%","0,00%","0,00%","12,82%"
21-05-25,"23,08%","24,32%","28,57%","0,00%","20,00%","0,00%","0,00%","0,00%","20,00%"
21-05-26,"12,12%","12,90%","18,18%","0,00%","0,00%","0,00%","0,00%","0,00%","10,26%"
21-05-27,"22,73%","25,00%","36,36%","0,00%","20,00%","0,00%","0,00%","0,00%","17,86%"
21-05-28,"11,76%","12,50%","10,71%","25,00%","0,00%","0,00%","0,00%","0,00%","10,00%"
21-05-29,"12,50%","13,33%","19,05%","0,00%","0,00%","0,00%","0,00%","0,00%","10,53%"
21-05-30,"14,71%","15,63%","23,81%","0,00%","0,00%","0,00%","0,00%","0,00%","12,50%"
21-05-31,"20,59%","21,88%","30,43%","0,00%","0,00%","0,00%","0,00%","16,67%","20,00%"
21-06-01,"30,77%","33,33%","53,33%","0,00%","0,00%","0,00%","0,00%","0,00%","25,00%"
21-06-02,"27,27%","30,00%","45,45%","25,00%","0,00%","0,00%","0,00%","0,00%","21,43%"
21-06-03,"13,89%","14,71%","20,00%","0,00%","0,00%","0,00%","0,00%","0,00%","11,90%"
21-06-04,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%"
21-06-05,"15,63%","16,67%","23,81%","0,00%","0,00%","0,00%","0,00%","0,00%","13,16%"
21-06-06,"9,38%","10,00%","14,29%","0,00%","0,00%","0,00%","0,00%","0,00%","7,89%"
21-06-07,"8,70%","9,52%","16,67%","0,00%","0,00%","0,00%","0,00%","0,00%","7,14%"
21-06-08,"13,33%","15,38%","50,00%","0,00%","0,00%","0,00%","0,00%","0,00%","10,00%"
21-06-09,"3,23%","3,45%","5,00%","0,00%","0,00%","0,00%","0,00%","0,00%","2,78%"
21-06-10,"24,00%","26,09%","28,57%","50,00%","0,00%","0,00%","0,00%","0,00%","20,00%"
21-06-11,"16,00%","17,39%","14,29%","50,00%","0,00%","0,00%","0,00%","0,00%","13,33%"
21-06-12,"9,52%","10,53%","0,00%","25,00%","16,67%","0,00%","0,00%","0,00%","7,69%"
21-06-13,"7,69%","8,33%","7,14%","0,00%","16,67%","0,00%","0,00%","0,00%","6,45%"
21-06-14,"12,50%","14,29%","25,00%","0,00%","20,00%","0,00%","0,00%","0,00%","9,52%"
21-06-15,"15,63%","16,67%","20,00%","0,00%","20,00%","0,00%","0,00%","0,00%","13,51%"
21-06-16,"18,52%","20,00%","31,25%","0,00%","0,00%","0,00%","0,00%","20,00%","18,75%"
21-06-17,"14,81%","16,00%","25,00%","0,00%","0,00%","0,00%","0,00%","0,00%","12,50%"
21-06-18,"18,18%","19,35%","22,73%","0,00%","20,00%","0,00%","0,00%","0,00%","15,79%"
21-06-19,"20,69%","22,22%","31,25%","0,00%","20,00%","0,00%","0,00%","0,00%","17,65%"
21-06-21,"6,45%","6,90%","10,00%","0,00%","0,00%","0,00%","0,00%","0,00%","5,56%"
21-06-22,"6,67%","7,69%","25,00%","0,00%","0,00%","0,00%","0,00%","0,00%","5,00%"
21-06-23,"4,00%","4,35%","7,14%","0,00%","0,00%","0,00%","0,00%","0,00%","3,33%"
21-06-25,"10,71%","11,54%","7,14%","28,57%","0,00%","0,00%","0,00%","40,00%","15,15%"
21-06-26,"11,11%","12,50%","25,00%","14,29%","0,00%","0,00%","0,00%","0,00%","8,70%"
21-06-27,"15,63%","16,67%","10,00%","60,00%","0,00%","0,00%","0,00%","0,00%","13,51%"
21-06-28,"20,00%","23,08%","25,00%","50,00%","0,00%","0,00%","0,00%","0,00%","15,00%"
21-06-29,"14,29%","15,38%","25,00%","25,00%","0,00%","0,00%","0,00%","0,00%","10,53%"
21-07-01,"16,00%","16,67%","14,29%","50,00%","0,00%","0,00%","0,00%","0,00%","13,33%"
21-07-02,"15,38%","16,67%","50,00%","25,00%","0,00%","0,00%","0,00%","0,00%","11,11%"
21-07-04,"6,67%","7,14%","50,00%","0,00%","0,00%","0,00%","0,00%","0,00%","5,00%"
21-07-05,"16,00%","16,67%","30,77%","0,00%","0,00%","0,00%","0,00%","0,00%","13,33%"
21-07-06,"8,70%","9,09%","20,00%","0,00%","0,00%","0,00%","0,00%","0,00%","7,14%"
21-07-07,"6,67%","7,14%","50,00%","0,00%","0,00%","0,00%","0,00%","0,00%","5,00%"
21-07-09,"18,75%","19,35%","10,00%","33,33%","40,00%","0,00%","0,00%","0,00%","16,22%"
21-07-10,"18,75%","20,00%","25,00%","0,00%","40,00%","0,00%","0,00%","0,00%","14,29%"
21-07-11,"25,00%","26,09%","16,67%","33,33%","40,00%","0,00%","0,00%","0,00%","20,69%"
21-07-12,"9,68%","10,00%","11,11%","0,00%","16,67%","0,00%","0,00%","0,00%","8,33%"
21-07-13,"11,11%","11,54%","14,29%","0,00%","16,67%","0,00%","0,00%","0,00%","9,38%"
21-07-14,"6,67%","7,14%","50,00%","0,00%","0,00%","0,00%","0,00%","0,00%","5,00%"
21-07-15,"12,12%","12,50%","15,00%","0,00%","16,67%","0,00%","0,00%","0,00%","10,53%"
21-07-16,"17,65%","18,75%","50,00%","0,00%","16,67%","0,00%","0,00%","0,00%","15,00%"
21-07-18,"6,67%","7,14%","50,00%","0,00%","0,00%","0,00%","0,00%","0,00%","5,56%"
21-07-19,"14,29%","15,38%","100,00%","0,00%","0,00%","0,00%","0,00%","0,00%","10,53%"
21-07-20,"5,88%","6,25%","25,00%","0,00%","0,00%","0,00%","0,00%","0,00%","4,55%"
21-07-21,"26,67%","28,57%","100,00%","33,33%","0,00%","0,00%","0,00%","0,00%","20,00%"
21-07-24,"7,69%","8,00%","14,29%","0,00%","0,00%","0,00%","0,00%","0,00%","6,45%"
21-07-25,"8,33%","8,70%","16,67%","0,00%","0,00%","0,00%","0,00%","0,00%","7,41%"
21-07-27,"7,69%","4,17%","8,33%","0,00%","0,00%","0,00%","100,00%","0,00%","6,45%"
21-07-28,"8,33%","9,09%","25,00%","0,00%","0,00%","0,00%","0,00%","0,00%","5,88%"
21-07-29,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%"
21-07-30,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%"
21-07-31,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%"
21-08-01,"8,33%","8,70%","16,67%","0,00%","0,00%","0,00%","0,00%","0,00%","6,90%"
21-08-02,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%"
21-08-03,"4,00%","4,17%","8,33%","0,00%","0,00%","0,00%","0,00%","0,00%","3,33%"
21-08-04,"4,00%","4,17%","8,33%","0,00%","0,00%","0,00%","0,00%","0,00%","3,33%"
21-08-05,"8,00%","8,33%","16,67%","0,00%","0,00%","0,00%","0,00%","0,00%","6,67%"
21-08-06,"6,67%","7,14%","50,00%","0,00%","0,00%","0,00%","0,00%","0,00%","5,00%"
21-08-07,"7,14%","7,69%","14,29%","0,00%","0,00%","0,00%","0,00%","0,00%","6,06%"
21-08-10,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%"
21-08-11,"7,41%","7,69%","14,29%","0,00%","0,00%","0,00%","0,00%","0,00%","6,25%"
21-08-12,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%"
21-08-13,"8,00%","8,33%","16,67%","0,00%","0,00%","0,00%","0,00%","0,00%","6,67%"
21-08-14,"3,70%","3,85%","7,14%","0,00%","0,00%","0,00%","0,00%","0,00%","3,13%"
21-08-18,"0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%","0,00%"
21-08-19,"4,00%","4,17%","7,14%","0,00%","0,00%","0,00%","0,00%","0,00%","3,33%"
21-08-20,"3,85%","4,00%","7,14%","0,00%","0,00%","0,00%","0,00%","0,00%","3,23%"
