Data,Rede Publica,Adulto (total),Geral,Gestante,Oncologico,Cardiaco,Infantil,Rede Privada,Total
21-03-15,"89,01%","93,90%","97,44%","50,00%","0,00%","0,00%","50,00%","40,00%","82,08%"
21-03-17,"86,17%","94,12%","97,53%","50,00%","0,00%","0,00%","12,50%","33,33%","78,90%"
21-03-19,"82,98%","87,88%","89,84%","50,00%","0,00%","0,00%","12,50%","28,57%","78,06%"
21-03-21,"82,17%","87,50%","88,79%","100,00%","0,00%","0,00%","12,50%","30,77%","77,46%"
21-03-23,"80,00%","85,50%","87,40%","50,00%","0,00%","0,00%","0,00%","28,57%","75,32%"
21-03-24,"70,64%","77,00%","78,13%","100,00%","0,00%","0,00%","0,00%","21,43%","65,04%"
21-03-26,"80,00%","82,40%","85,12%","0,00%","0,00%","0,00%","25,00%","25,00%","73,97%"
21-03-28,"81,68%","86,07%","88,14%","50,00%","0,00%","0,00%","25,00%","12,50%","77,70%"
21-03-30,"77,50%","82,88%","85,05%","50,00%","0,00%","0,00%","12,50%","21,43%","71,64%"
21-04-01,"87,36%","90,75%","91,72%","100,00%","0,00%","0,00%","25,00%","21,43%","82,65%"
21-04-03,"88,27%","91,76%","93,37%","50,00%","0,00%","0,00%","25,00%","0,00%","81,87%"
21-04-05,"74,58%","79,82%","82,86%","0,00%","0,00%","0,00%","12,50%","7,14%","67,42%"
21-04-05,"74,58%","79,82%","82,86%","0,00%","0,00%","0,00%","12,50%","7,14%","67,42%"
21-04-07,"81,34%","84,80%","86,78%","50,00%","0,00%","0,00%","37,50%","28,57%","76,35%"
21-04-09,"81,38%","85,93%","87,79%","50,00%","0,00%","0,00%","22,22%","28,57%","76,73%"
21-04-11,"87,75%","89,74%","91,10%","50,00%","0,00%","0,00%","50,00%","14,29%","83,03%"
21-04-12,"79,23%","82,64%","85,47%","0,00%","0,00%","0,00%","37,50%","21,43%","73,61%"
21-04-14,"86,11%","89,05%","91,73%","0,00%","0,00%","0,00%","33,33%","21,43%","80,38%"
21-04-14,"86,11%","89,05%","91,73%","0,00%","0,00%","0,00%","33,33%","21,43%","80,38%"
21-04-15,"87,18%","91,40%","93,41%","0,00%","0,00%","0,00%","0,00%","14,29%","82,30%"
21-04-16,"80,60%","84,80%","86,78%","50,00%","0,00%","0,00%","25,00%","21,43%","75,00%"
21-04-17,"85,19%","88,89%","93,33%","0,00%","0,00%","0,00%","37,50%","0,00%","77,18%"
21-04-18,"85,82%","90,15%","93,70%","0,00%","0,00%","0,00%","25,00%","0,00%","78,06%"
21-04-19,"88,04%","91,43%","92,98%","50,00%","0,00%","0,00%","25,00%","25,00%","83,00%"
21-04-20,"80,00%","84,00%","86,30%","0,00%","0,00%","0,00%","22,22%","18,75%","74,43%"
21-04-21,"86,03%","88,98%","90,24%","100,00%","0,00%","0,00%","50,00%","14,29%","79,33%"
21-04-22,"84,83%","87,50%","89,39%","50,00%","0,00%","0,00%","50,00%","14,29%","78,62%"
21-04-23,"85,62%","89,05%","90,98%","50,00%","0,00%","0,00%","37,50%","14,29%","79,38%"
21-04-24,"90,63%","94,12%","96,52%","50,00%","0,00%","0,00%","50,00%","7,14%","82,39%"
21-04-25,"86,23%","91,47%","94,40%","0,00%","0,00%","0,00%","12,50%","0,00%","78,29%"
21-04-26,"86,42%","90,85%","93,29%","0,00%","0,00%","0,00%","12,50%","0,00%","79,55%"
21-04-27,"86,74%","91,28%","93,45%","0,00%","0,00%","0,00%","0,00%","7,14%","81,03%"
21-04-28,"83,61%","87,93%","90,00%","0,00%","0,00%","0,00%","0,00%","7,14%","78,17%"
21-04-29,"80,99%","85,71%","87,60%","50,00%","0,00%","0,00%","12,50%","7,14%","74,36%"
21-04-30,"86,01%","89,71%","91,67%","50,00%","0,00%","0,00%","16,67%","0,00%","78,85%"
21-05-01,"83,97%","89,34%","91,53%","50,00%","0,00%","0,00%","12,50%","7,69%","77,08%"
21-05-02,"86,23%","91,47%","95,12%","25,00%","0,00%","0,00%","12,50%","0,00%","77,27%"
21-05-03,"84,11%","88,11%","89,21%","100,00%","0,00%","0,00%","14,29%","0,00%","76,97%"
21-05-04,"88,11%","91,53%","93,06%","50,00%","0,00%","0,00%","14,29%","0,00%","81,91%"
21-05-05,"83,08%","87,60%","90,52%","33,33%","0,00%","0,00%","25,00%","0,00%","75,00%"
21-05-06,"84,06%","87,88%","89,84%","50,00%","0,00%","0,00%","0,00%","14,29%","77,63%"
21-05-07,"78,40%","82,05%","85,71%","0,00%","0,00%","0,00%","28,57%","0,00%","70,50%"
21-05-09,"85,03%","88,49%","91,79%","0,00%","0,00%","0,00%","28,57%","6,25%","77,30%"
21-05-12,"85,38%","89,34%","91,53%","0,00%","0,00%","50,00%","28,57%","0,00%","77,08%"
21-05-11,"84,78%","86,15%","89,60%","0,00%","0,00%","0,00%","71,43%","0,00%","76,97%"
21-05-13,"79,85%","84,13%","87,60%","0,00%","0,00%","0,00%","14,29%","0,00%","72,30%"
21-05-14,"78,03%","80,65%","84,03%","0,00%","0,00%","0,00%","42,86%","0,00%","69,59%"
21-05-15,"81,82%","85,48%","88,24%","33,33%","0,00%","0,00%","28,57%","0,00%","72,97%"
21-05-17,"83,01%","86,90%","90,00%","0,00%","0,00%","0,00%","14,29%","11,76%","75,88%"
21-05-18,"82,43%","87,77%","90,30%","33,33%","0,00%","0,00%","0,00%","0,00%","74,39%"
21-05-19,"90,57%","93,38%","94,48%","33,33%","0,00%","100,00%","42,86%","15,79%","82,58%"
21-05-20,"84,62%","88,06%","90,70%","33,33%","0,00%","0,00%","37,50%","15,79%","76,54%"
21-05-21,"86,90%","90,44%","93,89%","0,00%","0,00%","0,00%","37,50%","11,76%","79,01%"
21-05-22,"82,07%","86,03%","87,79%","66,67%","0,00%","0,00%","25,00%","12,50%","75,16%"
21-05-23,"80,95%","85,47%","88,39%","33,33%","0,00%","0,00%","25,00%","12,50%","73,24%"
21-05-24,"84,06%","87,60%","91,13%","0,00%","0,00%","0,00%","37,50%","11,76%","76,13%"
21-05-25,"86,33%","91,47%","93,55%","66,67%","0,00%","0,00%","22,22%","27,27%","78,26%"
21-05-26,"82,58%","86,99%","90,68%","0,00%","0,00%","0,00%","25,00%","18,18%","73,38%"
21-05-27,"84,80%","87,93%","90,00%","75,00%","0,00%","0,00%","50,00%","18,18%","74,83%"
21-05-28,"78,17%","82,71%","84,38%","66,67%","0,00%","0,00%","12,50%","13,64%","69,51%"
21-05-29,"83,74%","88,60%","92,66%","0,00%","0,00%","0,00%","25,00%","13,64%","73,10%"
21-05-30,"84,09%","88,62%","91,53%","33,33%","0,00%","0,00%","25,00%","4,55%","72,73%"
21-05-31,"82,81%","88,24%","92,11%","0,00%","0,00%","0,00%","12,50%","0,00%","70,67%"
21-06-01,"85,95%","91,07%","94,39%","33,33%","0,00%","0,00%","25,00%","4,55%","73,43%"
21-06-02,"82,93%","86,84%","90,83%","0,00%","0,00%","0,00%","37,50%","13,64%","72,41%"
21-06-03,"79,65%","85,58%","89,00%","0,00%","0,00%","0,00%","12,50%","9,09%","68,15%"
21-06-04,"82,35%","87,27%","90,57%","0,00%","0,00%","0,00%","25,00%","13,64%","71,63%"
21-06-05,"85,71%","90,00%","91,51%","100,00%","0,00%","0,00%","37,50%","10,00%","74,82%"
21-06-06,"81,67%","86,49%","89,72%","0,00%","0,00%","0,00%","25,00%","0,00%","69,01%"
21-06-07,"83,46%","88,98%","92,11%","0,00%","0,00%","0,00%","12,50%","5,00%","72,79%"
21-06-08,"83,97%","88,52%","91,53%","0,00%","0,00%","0,00%","25,00%","5,00%","73,51%"
21-06-09,"83,06%","87,83%","89,19%","100,00%","0,00%","0,00%","25,00%","10,00%","72,92%"
21-06-10,"82,73%","86,15%","89,60%","0,00%","0,00%","0,00%","37,50%","13,64%","73,29%"
21-06-11,"85,19%","88,10%","90,98%","0,00%","0,00%","0,00%","50,00%","13,64%","75,16%"
21-06-12,"83,33%","86,52%","89,05%","0,00%","0,00%","0,00%","37,50%","15,00%","75,29%"
21-06-13,"83,61%","90,27%","93,58%","0,00%","0,00%","0,00%","0,00%","15,00%","73,94%"
21-06-14,"88,16%","92,31%","94,93%","33,33%","0,00%","0,00%","25,00%","45,45%","82,76%"
21-06-15,"83,45%","89,23%","92,80%","0,00%","0,00%","0,00%","0,00%","45,45%","78,26%"
21-06-16,"84,40%","90,15%","92,91%","33,33%","0,00%","0,00%","0,00%","15,00%","75,78%"
21-06-17,"87,59%","92,19%","93,55%","100,00%","0,00%","0,00%","25,00%","20,00%","78,98%"
21-06-18,"76,55%","80,88%","83,85%","25,00%","0,00%","0,00%","12,50%","16,67%","69,94%"
21-06-19,"90,14%","93,18%","95,31%","50,00%","0,00%","0,00%","55,56%","5,88%","81,13%"
21-06-21,"84,97%","88,28%","90,78%","0,00%","0,00%","0,00%","28,57%","15,00%","76,88%"
21-06-22,"84,71%","88,51%","90,91%","33,33%","0,00%","0,00%","25,00%","22,73%","77,09%"
21-06-23,"83,33%","88,15%","90,08%","50,00%","0,00%","0,00%","12,50%","15,00%","75,00%"
21-06-25,"82,39%","86,67%","88,89%","50,00%","0,00%","0,00%","12,50%","10,00%","74,30%"
21-06-26,"77,56%","82,31%","85,11%","25,00%","0,00%","0,00%","0,00%","11,11%","70,69%"
21-06-27,"85,27%","88,33%","91,38%","0,00%","0,00%","0,00%","50,00%","11,11%","76,19%"
21-06-28,"77,71%","81,08%","83,92%","0,00%","0,00%","0,00%","25,00%","16,67%","71,43%"
21-06-29,"83,22%","85,11%","87,59%","0,00%","0,00%","0,00%","57,14%","11,11%","75,45%"
21-07-01,"84,14%","88,32%","90,15%","66,67%","0,00%","0,00%","14,29%","16,67%","76,69%"
21-07-02,"68,71%","71,22%","72,39%","66,67%","0,00%","0,00%","28,57%","16,67%","63,03%"
21-07-04,"85,23%","87,94%","92,54%","0,00%","0,00%","0,00%","42,86%","11,11%","77,25%"
21-07-05,"84,14%","86,13%","90,77%","0,00%","0,00%","0,00%","57,14%","16,67%","76,69%"
21-07-06,"77,63%","78,47%","80,43%","50,00%","0,00%","0,00%","71,43%","11,11%","70,59%"
21-07-07,"75,86%","80,29%","84,62%","0,00%","0,00%","0,00%","0,00%","6,25%","68,94%"
21-07-09,"82,98%","86,47%","90,48%","20,00%","0,00%","0,00%","28,57%","5,56%","74,21%"
21-07-10,"83,45%","84,73%","88,71%","20,00%","0,00%","0,00%","71,43%","5,56%","74,52%"
21-07-11,"83,33%","86,92%","91,06%","20,00%","0,00%","0,00%","28,57%","5,56%","74,36%"
21-07-12,"81,88%","85,82%","88,72%","50,00%","0,00%","0,00%","14,29%","11,11%","74,25%"
21-07-13,"80,39%","84,62%","88,24%","20,00%","0,00%","0,00%","22,22%","11,11%","73,10%"
21-07-14,"80,65%","84,35%","87,23%","25,00%","0,00%","0,00%","14,29%","11,11%","73,41%"
21-07-15,"78,52%","81,56%","85,19%","0,00%","0,00%","0,00%","28,57%","11,11%","71,26%"
21-07-16,"82,52%","85,93%","90,63%","0,00%","0,00%","0,00%","28,57%","11,11%","74,53%"
21-07-18,"84,67%","87,32%","91,85%","0,00%","0,00%","0,00%","42,86%","11,11%","76,79%"
21-07-19,"82,63%","86,79%","90,13%","20,00%","0,00%","0,00%","0,00%","11,11%","75,68%"
21-07-20,"81,82%","85,35%","88,74%","0,00%","0,00%","0,00%","14,29%","6,25%","75,14%"
21-07-21,"85,89%","88,39%","90,60%","50,00%","0,00%","0,00%","42,86%","11,11%","78,45%"
21-07-24,"81,87%","84,66%","87,82%","20,00%","0,00%","0,00%","28,57%","11,11%","75,13%"
21-07-25,"87,27%","89,74%","93,96%","0,00%","0,00%","0,00%","50,00%","16,67%","80,33%"
21-07-27,"89,81%","92,00%","95,80%","20,00%","0,00%","0,00%","50,00%","5,56%","81,14%"
21-07-28,"84,05%","87,10%","91,22%","0,00%","0,00%","0,00%","28,57%","11,76%","77,22%"
21-07-29,"83,97%","88,51%","92,91%","0,00%","0,00%","0,00%","0,00%","16,67%","77,01%"
21-07-30,"87,50%","91,14%","94,70%","20,00%","0,00%","0,00%","33,33%","6,25%","80,43%"
21-07-31,"87,42%","91,28%","95,07%","20,00%","0,00%","0,00%","33,33%","6,25%","80,00%"
21-08-01,"87,12%","90,85%","95,21%","0,00%","0,00%","0,00%","33,33%","17,65%","80,56%"
