Data,Rede Publica,Adulto (total),Geral,Gestante,Oncologico,Cardiaco,Infantil,Rede Privada,Total
21-03-24,"55,17%","56,58%","60,60%","21,54%","50,00%","50,00%","30,00%","61,04%","56,14%"
21-03-26,"58,75%","59,89%","63,08%","23,08%","60,00%","75,86%","35,00%","56,25%","58,35%"
21-03-28,"58,34%","59,25%","61,51%","30,77%","30,00%","82,76%","50,00%","56,55%","58,07%"
21-03-30,"56,50%","57,66%","61,56%","24,62%","0,00%","72,41%","40,00%","64,96%","57,83%"
21-04-01,"56,98%","58,32%","58,62%","41,67%","30,00%","82,76%","28,57%","68,28%","58,91%"
21-04-03,"56,78%","57,86%","58,10%","44,44%","0,00%","89,66%","25,00%","61,19%","57,49%"
21-04-05,"52,97%","54,33%","54,80%","48,48%","0,00%","70,00%","26,32%","58,06%","53,90%"
21-04-05,"52,97%","54,33%","54,80%","48,48%","0,00%","70,00%","26,32%","58,06%","53,90%"
21-04-07,"47,04%","48,46%","47,27%","44,44%","30,00%","83,33%","20,00%","52,41%","47,94%"
21-04-09,"44,90%","46,31%","45,02%","44,44%","30,00%","80,00%","27,27%","53,38%","46,22%"
21-04-11,"41,44%","43,15%","42,72%","27,78%","0,00%","86,21%","15,79%","48,80%","42,52%"
21-04-12,"42,84%","45,37%","44,86%","33,33%","0,00%","92,00%","4,00%","48,12%","43,70%"
21-04-14,"39,91%","42,42%","42,80%","42,11%","0,00%","100,00%","14,29%","57,48%","42,84%"
21-04-14,"39,91%","42,42%","42,80%","42,11%","0,00%","100,00%","14,29%","57,48%","42,84%"
21-04-15,"38,90%","40,87%","40,71%","48,48%","0,00%","100,00%","5,00%","49,25%","40,79%"
21-04-16,"39,27%","41,26%","41,27%","45,95%","0,00%","100,00%","20,00%","48,85%","40,98%"
21-04-17,"39,83%","41,98%","41,95%","45,95%","0,00%","100,00%","10,53%","49,62%","41,59%"
21-04-18,"39,23%","41,34%","41,55%","41,67%","0,00%","100,00%","10,53%","48,09%","40,82%"
21-04-19,"39,97%","42,21%","42,12%","47,22%","0,00%","100,00%","10,00%","50,00%","41,76%"
21-04-20,"38,35%","39,53%","39,64%","42,11%","0,00%","100,00%","20,00%","50,83%","40,41%"
21-04-21,"39,90%","40,85%","40,70%","47,37%","0,00%","100,00%","15,00%","51,61%","41,88%"
21-04-22,"36,89%","37,73%","37,70%","41,67%","0,00%","100,00%","21,05%","49,18%","38,97%"
21-04-23,"35,83%","37,00%","36,90%","41,67%","0,00%","100,00%","25,00%","42,62%","36,98%"
21-04-24,"36,61%","38,05%","39,07%","27,78%","0,00%","100,00%","25,81%","41,80%","37,48%"
21-04-25,"36,87%","37,94%","38,34%","36,11%","0,00%","100,00%","28,00%","39,23%","37,29%"
21-04-26,"38,78%","39,63%","40,08%","34,62%","0,00%","100,00%","29,63%","46,09%","39,97%"
21-04-27,"36,41%","37,33%","38,84%","14,29%","0,00%","100,00%","15,79%","33,04%","35,85%"
21-04-28,"33,39%","34,87%","35,80%","23,81%","0,00%","100,00%","7,69%","40,71%","34,60%"
21-04-29,"32,32%","33,07%","34,09%","16,67%","0,00%","100,00%","15,79%","43,10%","34,17%"
21-04-30,"32,14%","32,62%","33,61%","19,05%","0,00%","100,00%","18,18%","38,60%","33,23%"
21-05-01,"30,00%","30,69%","31,78%","14,29%","0,00%","100,00%","5,26%","36,84%","31,17%"
21-05-02,"28,84%","29,70%","30,80%","13,64%","0,00%","100,00%","10,00%","37,72%","30,38%"
21-05-03,"29,12%","30,00%","30,97%","13,64%","0,00%","100,00%","10,00%","39,09%","30,79%"
21-05-04,"30,33%","31,59%","32,61%","14,29%","0,00%","100,00%","9,52%","35,78%","31,24%"
21-05-05,"28,89%","30,22%","31,82%","0,00%","0,00%","100,00%","4,76%","36,36%","30,15%"
21-05-06,"31,49%","32,59%","33,84%","18,18%","0,00%","100,00%","17,39%","37,50%","32,46%"
21-05-07,"31,53%","32,79%","33,48%","30,00%","0,00%","100,00%","9,09%","38,53%","32,71%"
21-05-09,"31,61%","32,56%","33,86%","15,79%","0,00%","100,00%","5,00%","39,45%","32,96%"
21-05-09,"31,61%","32,56%","33,86%","15,79%","0,00%","100,00%","5,00%","39,45%","32,96%"
21-05-12,"33,27%","34,23%","36,18%","9,52%","0,00%","33,33%","14,29%","39,82%","34,42%"
21-05-11,"34,17%","35,31%","36,90%","13,64%","0,00%","100,00%","13,64%","38,05%","34,86%"
21-05-13,"32,39%","33,68%","34,81%","21,05%","0,00%","100,00%","9,52%","36,04%","33,02%"
21-05-14,"31,02%","32,04%","32,68%","31,82%","0,00%","0,00%","9,52%","41,90%","32,66%"
21-05-15,"33,27%","34,16%","35,10%","23,81%","0,00%","100,00%","10,00%","42,31%","34,75%"
21-05-15,"33,27%","34,16%","35,10%","23,81%","0,00%","100,00%","10,00%","42,31%","34,75%"
21-05-17,"35,83%","36,91%","38,11%","11,11%","10,00%","100,00%","13,64%","42,72%","36,95%"
21-05-18,"33,84%","34,94%","36,26%","9,52%","10,00%","100,00%","5,26%","40,78%","34,98%"
21-05-19,"34,94%","35,90%","37,94%","8,33%","10,00%","33,33%","0,00%","37,50%","35,33%"
21-05-20,"36,95%","38,44%","38,81%","11,11%","60,00%","100,00%","13,64%","32,63%","36,26%"
21-05-21,"35,82%","37,93%","38,27%","16,67%","50,00%","100,00%","13,64%","31,43%","35,03%"
21-05-22,"34,78%","36,32%","37,28%","22,22%","10,00%","100,00%","18,18%","32,71%","34,41%"
21-05-23,"36,23%","37,93%","38,02%","16,67%","60,00%","100,00%","18,18%","31,78%","35,42%"
21-05-24,"38,03%","40,60%","41,40%","5,56%","60,00%","100,00%","0,00%","33,94%","37,26%"
21-05-25,"40,12%","42,73%","44,00%","28,57%","10,00%","100,00%","13,64%","34,58%","39,12%"
21-05-26,"40,30%","42,52%","43,94%","16,67%","10,00%","100,00%","5,00%","38,24%","39,93%"
21-05-27,"36,84%","38,50%","39,09%","16,67%","30,00%","100,00%","13,04%","36,89%","36,85%"
21-05-28,"38,27%","39,70%","39,89%","22,22%","40,00%","100,00%","13,04%","37,38%","38,10%"
21-05-29,"38,60%","39,31%","39,73%","5,56%","60,00%","100,00%","21,74%","41,18%","39,07%"
21-05-30,"38,36%","39,80%","41,35%","5,56%","20,00%","100,00%","21,74%","38,24%","38,34%"
21-05-31,"40,67%","40,80%","42,59%","11,11%","10,00%","100,00%","13,64%","36,89%","39,96%"
21-06-01,"43,51%","45,65%","47,89%","26,09%","0,00%","100,00%","9,09%","40,20%","42,86%"
21-06-02,"49,40%","51,75%","52,40%","22,73%","70,00%","100,00%","18,18%","35,00%","46,63%"
21-06-03,"49,05%","51,34%","52,08%","27,27%","50,00%","100,00%","22,73%","38,00%","46,93%"
21-06-04,"47,63%","49,47%","51,17%","19,05%","30,00%","100,00%","13,64%","36,61%","45,32%"
21-06-05,"48,20%","50,13%","51,48%","19,05%","50,00%","100,00%","13,64%","38,53%","46,20%"
21-06-06,"50,00%","52,53%","53,98%","9,09%","80,00%","100,00%","17,39%","35,78%","47,09%"
21-06-07,"48,00%","49,33%","52,21%","9,09%","20,00%","100,00%","29,17%","35,64%","45,63%"
21-06-08,"48,69%","51,60%","55,43%","4,76%","0,00%","100,00%","15,79%","34,41%","46,11%"
21-06-09,"51,42%","55,17%","58,48%","4,76%","30,00%","100,00%","9,52%","35,56%","48,64%"
