Data,Rede Publica,Adulto (total),Geral,Gestante,Oncologico,Cardiaco,Infantil,Rede Privada,Total
21-03-26,"76,06%","79,01%","86,67%","87,14%","100,00%","26,09%","66,67%","78,79%","76,92%"
21-03-28,"66,97%","69,75%","60,00%","88,57%","100,00%","26,09%","58,93%","83,51%","72,06%"
21-03-30,"70,66%","73,12%","63,41%","91,43%","90,91%","43,48%","62,50%","77,89%","72,70%"
21-04-01,"71,54%","76,72%","80,23%","86,11%","100,00%","26,09%","54,39%","86,46%","75,73%"
21-04-03,"68,25%","72,31%","73,40%","83,56%","100,00%","26,09%","54,39%","79,35%","71,22%"
21-04-05,"69,26%","73,50%","72,73%","87,32%","100,00%","26,09%","54,39%","78,72%","71,79%"
21-04-05,"69,26%","73,50%","72,73%","87,32%","100,00%","26,09%","54,39%","78,72%","71,79%"
21-04-07,"68,42%","72,25%","68,87%","89,04%","100,00%","26,09%","54,39%","82,98%","72,22%"
21-04-09,"67,04%","71,90%","72,64%","74,67%","100,00%","52,17%","49,12%","78,22%","70,11%"
21-04-11,"67,04%","71,36%","73,64%","73,33%","100,00%","47,83%","50,88%","82,83%","71,27%"
21-04-12,"68,68%","73,08%","70,91%","82,86%","100,00%","47,83%","52,63%","77,89%","71,11%"
21-04-14,"71,07%","76,23%","76,85%","80,26%","100,00%","60,61%","50,88%","79,21%","73,23%"
21-04-14,"71,07%","76,23%","76,85%","80,26%","100,00%","60,61%","50,88%","79,21%","73,23%"
21-04-15,"71,43%","76,68%","77,98%","81,58%","100,00%","57,58%","50,88%","76,00%","72,63%"
21-04-16,"76,24%","82,22%","82,57%","88,16%","100,00%","63,64%","52,63%","80,00%","77,23%"
21-04-17,"73,85%","79,20%","77,98%","88,16%","100,00%","57,58%","52,63%","81,00%","75,72%"
21-04-18,"73,50%","78,76%","80,73%","86,84%","100,00%","48,48%","52,63%","84,00%","76,24%"
21-04-19,"74,11%","78,67%","80,73%","84,42%","100,00%","54,55%","56,14%","84,00%","76,70%"
21-04-20,"71,83%","75,44%","76,15%","80,00%","100,00%","57,58%","57,14%","79,41%","73,83%"
21-04-21,"75,61%","80,00%","79,82%","84,81%","100,00%","63,64%","57,89%","81,37%","77,12%"
21-04-22,"76,14%","82,02%","86,24%","84,62%","100,00%","57,58%","52,63%","82,35%","77,78%"
21-04-23,"76,01%","80,75%","80,73%","89,13%","100,00%","54,55%","56,14%","87,25%","78,89%"
21-04-24,"76,01%","80,33%","77,78%","92,39%","100,00%","51,52%","57,89%","89,22%","79,40%"
21-04-25,"76,34%","79,73%","79,63%","92,11%","100,00%","48,48%","63,16%","84,55%","78,66%"
21-04-26,"76,84%","79,55%","80,37%","92,11%","100,00%","45,45%","65,38%","85,00%","79,03%"
21-04-27,"77,26%","80,44%","78,85%","90,36%","100,00%","57,58%","63,46%","83,81%","79,06%"
21-04-28,"76,00%","78,48%","74,04%","87,95%","100,00%","66,67%","65,38%","85,71%","78,68%"
21-04-29,"78,70%","80,89%","78,85%","86,75%","100,00%","69,70%","69,23%","83,93%","80,21%"
21-04-30,"79,78%","81,82%","77,88%","88,46%","100,00%","75,76%","71,15%","70,16%","76,77%"
21-05-01,"76,47%","77,27%","74,04%","82,05%","100,00%","72,73%","73,08%","66,92%","73,38%"
21-05-02,"75,74%","76,82%","75,00%","82,05%","100,00%","66,67%","71,15%","63,08%","71,64%"
21-05-03,"76,98%","78,32%","77,67%","81,93%","100,00%","66,67%","71,15%","77,69%","77,21%"
21-05-04,"77,19%","81,14%","82,35%","84,52%","100,00%","63,64%","61,40%","76,92%","77,11%"
21-05-05,"79,15%","83,63%","82,52%","88,75%","100,00%","69,70%","61,40%","78,46%","78,93%"
21-05-06,"76,39%","80,09%","83,50%","80,95%","63,64%","72,73%","61,40%","79,23%","77,27%"
21-05-07,"80,28%","85,02%","90,20%","79,76%","100,00%","77,42%","61,40%","73,44%","78,16%"
21-05-09,"78,32%","81,22%","85,44%","82,35%","100,00%","58,06%","66,67%","79,69%","78,74%"
21-05-12,"84,25%","87,66%","87,18%","88,10%","100,00%","84,00%","70,18%","75,97%","81,71%"
21-05-11,"80,27%","83,06%","86,32%","85,88%","100,00%","58,06%","68,42%","78,29%","79,67%"
21-05-13,"85,23%","89,63%","91,53%","90,36%","100,00%","77,42%","66,67%","79,07%","83,37%"
21-05-14,"82,83%","87,50%","87,07%","90,36%","100,00%","77,42%","63,16%","72,52%","79,67%"
21-05-15,"81,82%","86,67%","89,83%","87,80%","100,00%","67,74%","61,40%","77,10%","80,37%"
21-05-17,"82,71%","86,97%","90,68%","90,12%","100,00%","61,29%","64,91%","77,78%","81,24%"
21-05-18,"81,67%","86,42%","90,68%","89,41%","100,00%","58,06%","61,40%","79,13%","80,96%"
21-05-19,"81,14%","85,00%","89,83%","87,06%","100,00%","56,67%","64,91%","79,20%","80,57%"
21-05-20,"78,67%","81,82%","84,75%","84,88%","100,00%","56,67%","65,52%","81,60%","79,53%"
21-05-21,"77,78%","80,83%","83,90%","84,88%","100,00%","53,33%","64,91%","82,79%","79,24%"
21-05-22,"75,83%","77,96%","80,51%","86,05%","63,64%","50,00%","66,67%","79,34%","76,83%"
21-05-23,"77,89%","79,75%","81,36%","86,25%","100,00%","50,00%","70,18%","77,69%","77,83%"
21-05-24,"78,31%","79,41%","81,51%","82,50%","100,00%","56,67%","73,68%","81,30%","79,19%"
21-05-25,"78,23%","81,43%","84,87%","82,72%","100,00%","60,00%","64,91%","81,15%","79,09%"
21-05-26,"79,80%","82,50%","87,39%","82,72%","100,00%","58,06%","68,42%","85,25%","81,38%"
21-05-27,"78,32%","80,95%","82,44%","83,95%","100,00%","61,29%","66,67%","83,06%","79,68%"
21-05-28,"80,84%","84,06%","85,27%","85,19%","100,00%","70,97%","66,67%","81,97%","81,16%"
21-05-29,"76,22%","82,40%","85,38%","87,65%","100,00%","53,13%","49,12%","82,64%","78,04%"
21-05-30,"78,25%","81,27%","83,21%","85,19%","100,00%","59,38%","64,91%","82,79%","79,53%"
21-05-31,"78,71%","83,00%","85,94%","87,65%","100,00%","56,25%","68,42%","83,87%","80,18%"
21-06-01,"77,60%","80,08%","81,82%","83,95%","100,00%","59,38%","66,67%","81,15%","78,60%"
21-06-02,"78,36%","81,45%","86,15%","81,48%","100,00%","59,38%","64,91%","88,52%","81,26%"
21-06-03,"77,45%","81,12%","86,92%","79,27%","100,00%","59,38%","61,40%","86,89%","80,14%"
21-06-04,"77,67%","81,35%","86,26%","78,05%","100,00%","65,63%","61,40%","88,80%","80,88%"
21-06-05,"78,78%","82,28%","87,02%","79,27%","100,00%","65,63%","63,16%","88,89%","81,69%"
21-06-06,"78,96%","80,95%","84,73%","79,27%","100,00%","65,63%","70,18%","88,89%","81,84%"
21-06-07,"76,87%","77,60%","83,97%","78,05%","100,00%","48,48%","73,68%","89,52%","80,51%"
21-06-08,"78,50%","80,40%","86,26%","80,49%","100,00%","54,55%","70,18%","88,52%","81,35%"
21-06-09,"77,99%","79,76%","88,55%","78,05%","100,00%","45,45%","70,18%","87,70%","80,74%"
21-06-10,"76,70%","79,76%","84,73%","80,49%","100,00%","54,55%","63,16%","88,71%","80,14%"
21-06-11,"77,27%","80,08%","85,50%","80,49%","100,00%","54,55%","64,91%","92,00%","81,52%"
21-06-12,"77,92%","80,88%","85,50%","81,71%","100,00%","57,58%","64,91%","87,90%","80,79%"
21-06-13,"77,27%","80,08%","87,02%","79,27%","100,00%","51,52%","64,91%","87,90%","80,32%"
21-06-14,"77,67%","79,76%","87,79%","81,71%","100,00%","39,39%","68,42%","89,43%","81,02%"
21-06-15,"75,40%","77,38%","83,97%","80,49%","100,00%","39,39%","66,67%","89,60%","79,49%"
21-06-16,"76,70%","79,37%","88,55%","79,27%","100,00%","39,39%","64,91%","86,40%","79,49%"
21-06-17,"77,85%","79,60%","88,55%","79,27%","100,00%","42,42%","70,18%","88,80%","81,02%"
21-06-18,"79,61%","81,75%","87,02%","85,37%","100,00%","48,48%","70,18%","88,71%","82,22%"
21-06-19,"79,80%","82,00%","84,73%","88,89%","100,00%","51,52%","70,18%","87,10%","81,90%"
21-06-21,"78,36%","79,84%","82,44%","85,00%","100,00%","54,55%","71,93%","81,45%","79,25%"
21-06-22,"80,46%","83,20%","86,26%","87,65%","100,00%","57,58%","68,42%","74,14%","78,72%"
21-06-23,"77,27%","79,68%","80,15%","85,37%","100,00%","60,61%","66,67%","87,10%","80,09%"
21-06-25,"74,76%","76,56%","72,79%","91,46%","100,00%","51,52%","66,67%","87,90%","78,49%"
21-06-26,"76,11%","78,21%","76,47%","90,24%","100,00%","51,52%","66,67%","88,71%","79,68%"
21-06-27,"76,04%","78,13%","77,94%","86,59%","100,00%","54,55%","66,67%","88,62%","79,59%"
21-06-28,"75,88%","77,95%","80,15%","84,15%","100,00%","51,52%","66,67%","87,70%","79,21%"
21-06-29,"76,60%","78,04%","79,41%","89,02%","100,00%","42,42%","70,18%","85,48%","79,13%"
21-07-01,"78,25%","81,67%","82,96%","87,01%","100,00%","60,61%","63,16%","85,60%","80,37%"
21-07-02,"79,17%","82,35%","84,44%","86,42%","100,00%","60,61%","64,91%","86,89%","81,34%"
21-07-04,"77,14%","79,84%","77,04%","91,36%","100,00%","57,58%","64,91%","86,29%","79,73%"
21-07-05,"76,92%","79,61%","74,81%","96,15%","100,00%","54,55%","64,91%","86,99%","79,77%"
21-07-06,"78,27%","80,86%","77,21%","96,15%","100,00%","54,55%","66,67%","83,74%","79,82%"
21-07-07,"77,56%","80,39%","79,26%","91,03%","100,00%","54,55%","64,91%","88,89%","80,82%"
21-07-09,"74,92%","76,26%","71,85%","90,24%","100,00%","54,55%","68,97%","84,50%","77,70%"
21-07-10,"74,92%","76,74%","72,59%","90,24%","100,00%","54,55%","66,67%","88,19%","78,73%"
21-07-11,"75,24%","77,17%","72,59%","92,41%","100,00%","54,55%","66,67%","87,40%","78,77%"
21-07-12,"75,16%","75,49%","71,32%","89,87%","100,00%","54,55%","73,68%","81,89%","77,12%"
21-07-13,"75,40%","75,79%","71,85%","89,87%","100,00%","54,55%","73,68%","84,50%","78,08%"
21-07-14,"76,11%","78,21%","73,53%","87,50%","100,00%","69,70%","66,67%","82,81%","78,05%"
21-07-15,"76,68%","79,69%","76,30%","87,50%","100,00%","69,70%","63,16%","82,17%","78,28%"
21-07-16,"75,40%","78,52%","79,26%","85,00%","100,00%","54,55%","61,40%","80,00%","76,75%"
21-07-18,"77,22%","79,54%","77,78%","91,25%","100,00%","51,52%","66,67%","84,50%","79,33%"
